,puma,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,26.312192065616724,20.79748596156818,33.129537638517384,62.63776948708456,65.49894389778991,59.10075149662464,11.050038447298721,13.703570140641904,7.76971086485798
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",38.854266538830295,36.098997564705215,41.30008546578855,51.17715990199212,49.59506144871722,52.58156955406969,9.968573559177587,14.305940986577562,6.118344980141773
62,Saratoga County (South & Central) PUMA,51.11855324849297,49.597650277621305,52.498084011532434,45.51143431250598,47.36863281564336,43.82686763256815,3.3700124390010524,3.033716906735334,3.67504835589942
63,Cattaraugus & Allegany Counties PUMA,18.344727223500744,15.604955031393178,21.06915055178698,72.33653715987546,74.17614118445613,70.50723904019439,9.318735616623798,10.218903784150687,8.423610408018629
64,Genesee & Orleans Counties PUMA,19.54049618689063,14.33864680226948,24.746967472765203,72.66724587315377,75.27500096491566,70.05717376187901,7.792257939955594,10.386352232814852,5.195858765355791
65,Cayuga & Onondaga (South) Counties PUMA,28.404038290526756,23.968593361141295,32.79439317188259,63.13403428013461,64.88134880297241,61.404482686836445,8.461927429338633,11.150057835886292,5.801124141280966
66,Sullivan & Ulster (West) Counties PUMA,26.68451762449045,25.816161148413986,27.61707418151678,63.414195507952996,62.57621362969823,64.31413178615831,9.90128686755655,11.607625221887782,8.068794032324906
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",15.818207107587453,13.6697965571205,17.536612842658656,62.87293970373461,68.62284820031299,58.27387658029791,21.308853188677933,17.70735524256651,24.189510577043436
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,38.7915485699562,37.399417907892484,40.19303688383316,58.23885596495748,59.082348912857384,57.38969320923819,2.969595465086318,3.5182331792501285,2.417269906928645
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,64.57116110913846,59.5857656409749,69.34917975787843,31.842538493818395,37.056825302595556,26.845149666529693,3.586300397043158,3.3574090564295376,3.8056705755918707
70,Jefferson & Lewis Counties PUMA,23.69222295322756,19.552169898430286,28.365306321857798,70.06839149925794,72.73487996306555,67.05859362277302,6.239385547514497,7.712950138504156,4.576100055369182
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,52.78445512820513,48.302949459018826,57.39020055851739,43.42948717948718,48.04110468850353,38.69002284843869,3.786057692307692,3.655945852477644,3.91977659304392
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,29.443889997782215,23.056051882734433,34.048948046371834,64.30195165225105,68.77109390510225,61.080101140212776,6.254158349966733,8.172854212163324,4.87095081341539
73,Orange County (Northeast)--Greater Newburgh City PUMA,30.966485111119944,27.71378853165396,33.96637371035537,61.68846658450284,66.19986741796487,57.52770347726405,7.345048304377211,6.086344050381173,8.505922812380588
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",28.32442405033351,21.07990953637392,35.62743421677591,60.47116703722977,66.3729739917075,54.52170608910421,11.204408912436728,12.547116471918581,9.850859694119881
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",24.30471584038694,13.98706896551724,33.607539592577,63.783912665837825,72.52514367816092,55.902451663050165,11.911371493775228,13.48778735632184,10.490008744372833
76,Erie County (Central) PUMA,32.27713152141642,30.702355812741683,33.80270464146231,62.38563061725729,62.28231357814771,62.48571959935174,5.33723786132628,7.015330609110605,3.7115757591859504
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",33.408786912233765,31.047213347532836,35.615711252653924,55.09654628391124,57.77067802626908,52.59753184713376,11.494666803854992,11.182108626198083,11.786756900212314
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",43.082471099727,36.22776271410621,50.20618556701031,48.505274510464766,53.217379802923084,43.608247422680414,8.41225438980823,10.554857482970704,6.185567010309279
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",46.03077776237349,36.83500498562965,54.27534707614641,43.49646471648413,51.42823626019122,36.38514934791755,10.47275752114238,11.73675875417913,9.339503575936053
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,23.746736578837673,19.13747915177508,27.67929744673931,64.3096904411926,68.15344293543006,61.0302488209465,11.943572979969725,12.709077912794854,11.290453732314196
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,42.72181385236567,40.09739391020496,45.180209534312496,51.04436277047313,52.00674265532188,50.14286430397513,6.233823377161197,7.8958634344731635,4.676926161712366
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",90.37677480764654,86.09839988036488,95.20945945945945,7.729039422543031,10.456108867952745,4.648648648648648,1.8941857698104227,3.4454912516823684,0.14189189189189189
83,"Chenango, Delaware & Broome (East) Counties PUMA",18.72505282930265,17.213394516288066,20.336311087756172,70.85779134382094,70.13538624900451,71.62779417114677,10.417155826876419,12.651219234707423,8.035894741097053
