,puma,ENG_prof_mf_t,ENG_prof_m,ENG_prof_f,NO_ENG_prof_mf_t,NO_ENG_prof_m,NO_ENG_prof_f
145,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",36.81448774556857,40.61230412071967,33.81797366914711,63.18551225443143,59.38769587928032,66.18202633085289
146,Capital Region,56.91072826938136,53.98259705488621,61.03773584905661,43.08927173061864,46.01740294511379,38.9622641509434
147,Central NY,73.66666666666667,72.82425603593487,74.65437788018433,26.333333333333332,27.17574396406513,25.34562211981567
148,Finger Lakes,69.97350115932429,71.91448007774538,67.9430701457133,30.02649884067572,28.085519922254615,32.05692985428668
149,Long Island,55.46067190957853,57.938907671063276,52.7199241686195,44.53932809042148,42.06109232893672,47.2800758313805
150,Mid-Hudson,59.456468569320705,61.986817469136746,56.639552618200305,40.543531430679295,38.01318253086326,43.360447381799695
151,Mohawk Valley,75.12465373961219,84.03193612774452,64.00996264009963,24.87534626038781,15.968063872255488,35.99003735990037
152,New York City,51.35676023200969,54.309142904391116,48.52992563634974,48.6432397679903,45.690857095608884,51.47007436365026
153,North Country,79.80852915578764,80.26315789473685,79.13978494623656,20.191470844212358,19.736842105263158,20.86021505376344
154,Southern Tier,79.43595769682726,92.69729093050648,66.23681125439624,20.564042303172737,7.302709069493522,33.76318874560375
155,Western NY,72.43202416918429,70.65556711758585,74.09756097560975,27.567975830815712,29.34443288241415,25.902439024390244
